desired_x, desired_y, desired_yaw, current_x, current_y, current_yaw
-1.99876,-0.999975,0.000158076,-2,-0.999975,0.000158014
-1.99634,-0.999975,0.000153488,-2,-0.999975,0.000158014
-1.99155,-0.999976,0.000129197,-2,-0.999975,0.000158014
-1.98435,-0.999977,7.27838e-05,-2,-0.999975,0.000158014
-1.97462,-0.999978,-4.88885e-06,-2,-0.999975,0.000158014
-1.96208,-0.99998,-8.22843e-05,-2,-0.999975,0.000158014
-1.94647,-0.999983,-0.00014355,-2,-0.999975,0.000158014
-1.92775,-0.999986,-0.000185574,-2,-0.999975,0.000158014
-1.90615,-0.99999,-0.000207281,-2,-0.999975,0.000158014
-1.88314,-0.999994,-0.000212216,-2,-0.999975,0.000158014
-1.86056,-0.999998,-0.000207362,-2,-0.999975,0.000158014
-1.99685,-0.999975,0.00015329,-1.99797,-0.999974,0.000161063
-1.99488,-0.999976,0.000128101,-1.99797,-0.999974,0.000161063
-1.99087,-0.999979,6.85041e-05,-1.99797,-0.999974,0.000161063
-1.98477,-0.999983,-3.89725e-05,-1.99797,-0.999974,0.000161063
-1.97653,-0.999988,-0.000193676,-1.99797,-0.999974,0.000161063
-1.96602,-0.999995,-0.000365024,-1.99797,-0.999974,0.000161063
-1.95302,-1,-0.00051891,-1.99797,-0.999974,0.000161063
-1.9373,-1.00001,-0.000635003,-1.99797,-0.999974,0.000161063
-1.91878,-1.00003,-0.000712495,-1.99797,-0.999974,0.000161063
-1.89745,-1.00004,-0.000752323,-1.99797,-0.999974,0.000161063
-1.8743,-1.00006,-0.000761027,-1.99797,-0.999974,0.000161063
-1.99482,-0.999977,0.000127701,-1.99376,-0.999974,0.000159027
-1.99327,-0.999979,6.18384e-05,-1.99376,-0.999974,0.000159027
-1.98988,-0.999983,-6.52149e-05,-1.99376,-0.999974,0.000159027
-1.98461,-0.99999,-0.000273732,-1.99376,-0.999974,0.000159027
-1.97743,-1,-0.000556194,-1.99376,-0.999974,0.000159027
-1.96829,-1.00001,-0.000856684,-1.99376,-0.999974,0.000159027
-1.95701,-1.00003,-0.00111575,-1.99376,-0.999974,0.000159027
-1.94342,-1.00005,-0.0013042,-1.99376,-0.999974,0.000159027
-1.92736,-1.00007,-0.00142313,-1.99376,-0.999974,0.000159027
-1.90868,-1.00009,-0.00147611,-1.99376,-0.999974,0.000159027
-1.88731,-1.00012,-0.00147816,-1.99376,-0.999974,0.000159027
-1.99316,-0.999979,6.02329e-05,-1.987,-0.999973,0.000109238
-1.99138,-0.999982,-6.20434e-05,-1.987,-0.999973,0.000109238
-1.98787,-0.999988,-0.000247876,-1.987,-0.999973,0.000109238
-1.9826,-0.999997,-0.000504334,-1.987,-0.999973,0.000109238
-1.97556,-1.00001,-0.00082252,-1.987,-0.999973,0.000109238
-1.9667,-1.00002,-0.00115419,-1.987,-0.999973,0.000109238
-1.95587,-1.00004,-0.00144529,-1.987,-0.999973,0.000109238
-1.94293,-1.00007,-0.00165998,-1.987,-0.999973,0.000109238
-1.92771,-1.00009,-0.00179993,-1.987,-0.999973,0.000109238
-1.9101,-1.00012,-0.00187146,-1.987,-0.999973,0.000109238
-1.88997,-1.00016,-0.00188593,-1.987,-0.999973,0.000109238
-1.99141,-0.999983,-5.94248e-05,-1.98417,-0.999972,6.45465e-05
-1.98954,-0.999987,-0.000250435,-1.98417,-0.999972,6.45465e-05
-1.98598,-0.999995,-0.000525236,-1.98417,-0.999972,6.45465e-05
-1.98071,-1.00001,-0.000896602,-1.98417,-0.999972,6.45465e-05
-1.97371,-1.00002,-0.0013377,-1.98417,-0.999972,6.45465e-05
-1.96495,-1.00004,-0.00177135,-1.98417,-0.999972,6.45465e-05
-1.95432,-1.00007,-0.00212098,-1.98417,-0.999972,6.45465e-05
-1.94169,-1.0001,-0.00236029,-1.98417,-0.999972,6.45465e-05
-1.92694,-1.00013,-0.00249811,-1.98417,-0.999972,6.45465e-05
-1.90995,-1.00017,-0.00254629,-1.98417,-0.999972,6.45465e-05
-1.89066,-1.00022,-0.00253079,-1.98417,-0.999972,6.45465e-05
-1.98945,-0.999988,-0.000252475,-1.98101,-0.999972,-5.07886e-05
-1.98767,-0.999993,-0.000523669,-1.98101,-0.999972,-5.07886e-05
-1.98421,-1,-0.000880144,-1.98101,-0.999972,-5.07886e-05
-1.97906,-1.00002,-0.00132687,-1.98101,-0.999972,-5.07886e-05
-1.97221,-1.00004,-0.00184257,-1.98101,-0.999972,-5.07886e-05
-1.96362,-1.00007,-0.00235498,-1.98101,-0.999972,-5.07886e-05
-1.95324,-1.0001,-0.00278648,-1.98101,-0.999972,-5.07886e-05
-1.94094,-1.00014,-0.00309309,-1.98101,-0.999972,-5.07886e-05
-1.92663,-1.00018,-0.00328349,-1.98101,-0.999972,-5.07886e-05
-1.9102,-1.00024,-0.00337116,-1.98101,-0.999972,-5.07886e-05
-1.89165,-1.00029,-0.00337743,-1.98101,-0.999972,-5.07886e-05
-1.98766,-0.999994,-0.000526953,-1.97932,-0.999972,-0.000187983
-1.98554,-1,-0.000891216,-1.97932,-0.999972,-0.000187983
-1.98765,-0.999994,-0.000530107,-1.97932,-0.999972,-0.000187983
-1.98765,-0.999994,-0.000530107,-1.97932,-0.999972,-0.000187983
-1.98765,-0.999994,-0.000530107,-1.97932,-0.999972,-0.000187983
-1.98765,-0.999994,-0.000530107,-1.97932,-0.999972,-0.000187983
-1.98765,-0.999994,-0.000530107,-1.97932,-0.999972,-0.000187983
-1.98765,-0.999994,-0.000530107,-1.97932,-0.999972,-0.000187983
-1.98765,-0.999994,-0.000530107,-1.97932,-0.999972,-0.000187983
-1.98765,-0.999994,-0.000530107,-1.97932,-0.999972,-0.000187983
0,0,0,-1.97932,-0.999972,-0.000187983
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98602,-1,-0.000849747,-1.9779,-0.999973,-0.000235806
-1.98431,-1.00001,-0.00125694,-1.97209,-0.999925,0.0228825
-1.98431,-1.00001,-0.00125694,-1.97209,-0.999925,0.0228825
-1.98431,-1.00001,-0.00125694,-1.97209,-0.999925,0.0228825
-1.98431,-1.00001,-0.00125694,-1.97209,-0.999925,0.0228825
-1.98431,-1.00001,-0.00125694,-1.97209,-0.999925,0.0228825
-1.98431,-1.00001,-0.00125694,-1.97209,-0.999925,0.0228825
