desired_x, desired_y, desired_yaw, current_x, current_y, current_yaw
-1.9988,1.00003,0.000157368,-2,1.00003,0.000157404
-1.99637,1.00003,0.000152398,-2,1.00003,0.000157404
-1.99157,1.00002,0.000127888,-2,1.00003,0.000157404
-1.98437,1.00002,7.17501e-05,-2,1.00003,0.000157404
-1.97465,1.00002,-5.42495e-06,-2,1.00003,0.000157404
-1.96213,1.00002,-8.23371e-05,-2,1.00003,0.000157404
-1.94655,1.00002,-0.000143184,-2,1.00003,0.000157404
-1.92786,1.00001,-0.000184889,-2,1.00003,0.000157404
-1.90629,1.00001,-0.00020645,-2,1.00003,0.000157404
-1.88331,1.00001,-0.000211352,-2,1.00003,0.000157404
-1.86073,1,-0.000206518,-2,1.00003,0.000157404
-1.99689,1.00002,0.000152167,-2,1.00003,0.000157649
-1.99492,1.00002,0.000126335,-2,1.00003,0.000157649
-1.9909,1.00002,6.61844e-05,-2,1.00003,0.000157649
-1.98479,1.00002,-4.14508e-05,-2,1.00003,0.000157649
-1.97656,1.00001,-0.000195789,-2,1.00003,0.000157649
-1.96605,1,-0.000366457,-2,1.00003,0.000157649
-1.95304,0.999996,-0.000519591,-2,1.00003,0.000157649
-1.93733,0.999985,-0.000635009,-2,1.00003,0.000157649
-1.9188,0.999972,-0.000711969,-2,1.00003,0.000157649
-1.89749,0.999958,-0.000751467,-2,1.00003,0.000157649
-1.87434,0.999942,-0.00076003,-2,1.00003,0.000157649
-1.99509,1.00002,0.000125959,-1.9937,1.00003,0.00014534
-1.99305,1.00002,5.98568e-05,-1.9937,1.00003,0.00014534
-1.98914,1.00002,-6.60097e-05,-1.9937,1.00003,0.00014534
-1.98333,1.00001,-0.000269863,-1.9937,1.00003,0.00014534
-1.97559,1,-0.000534849,-1.9937,1.00003,0.00014534
-1.96583,0.99999,-0.000804712,-1.9937,1.00003,0.00014534
-1.95388,0.999976,-0.00102522,-1.9937,1.00003,0.00014534
-1.93953,0.999959,-0.00117909,-1.9937,1.00003,0.00014534
-1.92264,0.999939,-0.00126856,-1.9937,1.00003,0.00014534
-1.90307,0.999916,-0.00129934,-1.9937,1.00003,0.00014534
-1.88092,0.99989,-0.00128947,-1.9937,1.00003,0.00014534
-1.99321,1.00002,5.83426e-05,-1.98759,1.00003,0.000122685
-1.99145,1.00002,-6.31828e-05,-1.98759,1.00003,0.000122685
-1.98797,1.00001,-0.000247686,-1.98759,1.00003,0.000122685
-1.98274,1,-0.00050253,-1.98759,1.00003,0.000122685
-1.97573,0.999991,-0.000819455,-1.98759,1.00003,0.000122685
-1.96689,0.999976,-0.00115055,-1.98759,1.00003,0.000122685
-1.95609,0.999957,-0.00144183,-1.98759,1.00003,0.000122685
-1.94318,0.999935,-0.00165707,-1.98759,1.00003,0.000122685
-1.92799,0.999909,-0.0017977,-1.98759,1.00003,0.000122685
-1.9104,0.999879,-0.00186997,-1.98759,1.00003,0.000122685
-1.8903,0.999844,-0.00188506,-1.98759,1.00003,0.000122685
-1.99141,1.00002,-6.0734e-05,-1.98335,1.00003,8.03997e-05
-1.98973,1.00001,-0.000250901,-1.98335,1.00003,8.03997e-05
-1.98637,1.00001,-0.000524146,-1.98335,1.00003,8.03997e-05
-1.98129,0.999994,-0.000892847,-1.98335,1.00003,8.03997e-05
-1.97448,0.999978,-0.00133133,-1.98335,1.00003,8.03997e-05
-1.9659,0.999958,-0.00176349,-1.98335,1.00003,8.03997e-05
