desired_x, desired_y, desired_yaw, current_x, current_y, current_yaw
-1.99964,-0.999978,0.000135223,-2,-0.999978,0.000135765
-1.99714,-0.999978,0.000132058,-2,-0.999978,0.000135765
-1.99279,-0.999978,0.000122409,-2,-0.999978,0.000135765
-1.98666,-0.999978,0.000103419,-2,-0.999978,0.000135765
-1.97884,-0.999978,7.79069e-05,-2,-0.999978,0.000135765
-1.9694,-0.999978,5.12401e-05,-2,-0.999978,0.000135765
-1.95843,-0.999978,2.83565e-05,-2,-0.999978,0.000135765
-1.946,-0.999979,1.10074e-05,-2,-0.999978,0.000135765
-1.93219,-0.999979,-4.51473e-07,-2,-0.999978,0.000135765
-1.91705,-0.999979,-5.87245e-06,-2,-0.999978,0.000135765
-1.90067,-0.999979,-6.51976e-06,-2,-0.999978,0.000135765
-1.99733,-0.999978,0.000132089,-1.99947,-0.999978,0.000137366
-1.99287,-0.999978,0.000123286,-1.99947,-0.999978,0.000137366
-1.98654,-0.999978,0.000106225,-1.99947,-0.999978,0.000137366
-1.97844,-0.999978,7.91446e-05,-1.99947,-0.999978,0.000137366
-1.96863,-0.999978,4.60373e-05,-1.99947,-0.999978,0.000137366
-1.9572,-0.999978,1.33816e-05,-1.99947,-0.999978,0.000137366
-1.94422,-0.999979,-1.29505e-05,-1.99947,-0.999978,0.000137366
-1.92977,-0.999979,-3.12724e-05,-1.99947,-0.999978,0.000137366
-1.91394,-0.99998,-4.16384e-05,-1.99947,-0.999978,0.000137366
-1.89683,-0.999981,-4.43256e-05,-1.99947,-0.999978,0.000137366
-1.87852,-0.999981,-4.10276e-05,-1.99947,-0.999978,0.000137366
-1.99313,-0.999978,0.000130368,-1.99389,-0.999977,0.00014142
-1.98675,-0.999975,0.000187378,-1.99389,-0.999977,0.00014142
-1.97851,-0.999969,0.000385136,-1.99389,-0.999977,0.00014142
-1.96851,-0.999955,0.000785344,-1.99389,-0.999977,0.00014142
-1.95682,-0.999931,0.00130588,-1.99389,-0.999977,0.00014142
-1.94353,-0.999896,0.00180276,-1.99389,-0.999977,0.00014142
-1.92874,-0.999846,0.00214582,-1.99389,-0.999977,0.00014142
-1.91251,-0.999779,0.00229658,-1.99389,-0.999977,0.00014142
-1.89494,-0.999698,0.00225337,-1.99389,-0.999977,0.00014142
-1.87613,-0.999605,0.0020205,-1.99389,-0.999977,0.00014142
-1.85617,-0.999502,0.00163808,-1.99389,-0.999977,0.00014142
-1.986,-0.999975,0.000179269,-1.98251,-0.999975,0.00018792
-1.97773,-0.99997,0.000288763,-1.98251,-0.999975,0.00018792
-1.96769,-0.999964,0.000438597,-1.98251,-0.999975,0.00018792
-1.95599,-0.999955,0.000608424,-1.98251,-0.999975,0.00018792
-1.94269,-0.999945,0.000778562,-1.98251,-0.999975,0.00018792
-1.9279,-0.999933,0.000929623,-1.98251,-0.999975,0.00018792
-1.9117,-0.99992,0.00104467,-1.98251,-0.999975,0.00018792
-1.89417,-0.999906,0.0011232,-1.98251,-0.999975,0.00018792
-1.87541,-0.999891,0.0011715,-1.98251,-0.999975,0.00018792
-1.85548,-0.999874,0.00119605,-1.98251,-0.999975,0.00018792
-1.83448,-0.999856,0.00120446,-1.98251,-0.999975,0.00018792
-1.97745,-0.99997,0.000292773,-1.97307,-0.999973,0.000233016
-1.96737,-0.999963,0.000443501,-1.97307,-0.999973,0.000233016
-1.95561,-0.999955,0.00061362,-1.97307,-0.999973,0.000233016
-1.94227,-0.999944,0.000783469,-1.97307,-0.999973,0.000233016
-1.92744,-0.999933,0.000933657,-1.97307,-0.999973,0.000233016
-1.91119,-0.999919,0.00104752,-1.97307,-0.999973,0.000233016
-1.89363,-0.999905,0.00112506,-1.97307,-0.999973,0.000233016
-1.87482,-0.99989,0.00117255,-1.97307,-0.999973,0.000233016
-1.85487,-0.999874,0.0011965,-1.97307,-0.999973,0.000233016
-1.83384,-0.999856,0.00120454,-1.97307,-0.999973,0.000233016
-1.81182,-0.999837,0.00120471,-1.97307,-0.999973,0.000233016
-1.96737,-0.999963,0.000443501,-1.96643,-0.999972,0.000255638
-1.95561,-0.999955,0.00061362,-1.96643,-0.999972,0.000255638
-1.94227,-0.999944,0.000783469,-1.96643,-0.999972,0.000255638
-1.92744,-0.999933,0.000933657,-1.96643,-0.999972,0.000255638
-1.91119,-0.999919,0.00104752,-1.96643,-0.999972,0.000255638
-1.89363,-0.999905,0.00112506,-1.96643,-0.999972,0.000255638
-1.87482,-0.99989,0.00117255,-1.96643,-0.999972,0.000255638
-1.85487,-0.999874,0.0011965,-1.96643,-0.999972,0.000255638
-1.83384,-0.999856,0.00120454,-1.96643,-0.999972,0.000255638
-1.81182,-0.999837,0.00120471,-1.96643,-0.999972,0.000255638
-1.7889,-0.999817,0.00120415,-1.96643,-0.999972,0.000255638
-1.95599,-0.999955,0.000608424,-1.95167,-0.999978,0.000229503
-1.94269,-0.999945,0.000778562,-1.95167,-0.999978,0.000229503
-1.9279,-0.999933,0.000929623,-1.95167,-0.999978,0.000229503
-1.9117,-0.99992,0.00104467,-1.95167,-0.999978,0.000229503
-1.89417,-0.999906,0.0011232,-1.95167,-0.999978,0.000229503
-1.87541,-0.999891,0.0011715,-1.95167,-0.999978,0.000229503
-1.85548,-0.999874,0.00119605,-1.95167,-0.999978,0.000229503
-1.83448,-0.999856,0.00120446,-1.95167,-0.999978,0.000229503
-1.8125,-0.999838,0.00120475,-1.95167,-0.999978,0.000229503
-1.7896,-0.999817,0.00120414,-1.95167,-0.999978,0.000229503
-1.76588,-0.999796,0.00120522,-1.95167,-0.999978,0.000229503
-1.94269,-0.999945,0.000778562,-1.94381,-0.999977,0.000236302
-1.9279,-0.999933,0.000929623,-1.94381,-0.999977,0.000236302
-1.9117,-0.99992,0.00104467,-1.94381,-0.999977,0.000236302
-1.89417,-0.999906,0.0011232,-1.94381,-0.999977,0.000236302
-1.87541,-0.999891,0.0011715,-1.94381,-0.999977,0.000236302
-1.85548,-0.999874,0.00119605,-1.94381,-0.999977,0.000236302
-1.83448,-0.999856,0.00120446,-1.94381,-0.999977,0.000236302
-1.8125,-0.999838,0.00120475,-1.94381,-0.999977,0.000236302
-1.7896,-0.999817,0.00120414,-1.94381,-0.999977,0.000236302
-1.76588,-0.999796,0.00120522,-1.94381,-0.999977,0.000236302
-1.74142,-0.999773,0.00120889,-1.94381,-0.999977,0.000236302
-1.9279,-0.999933,0.000929623,-1.92504,-0.999969,0.000284623
-1.9117,-0.99992,0.00104467,-1.92504,-0.999969,0.000284623
-1.89417,-0.999906,0.0011232,-1.92504,-0.999969,0.000284623
-1.87541,-0.999891,0.0011715,-1.92504,-0.999969,0.000284623
-1.85548,-0.999874,0.00119605,-1.92504,-0.999969,0.000284623
-1.83448,-0.999856,0.00120446,-1.92504,-0.999969,0.000284623
-1.8125,-0.999838,0.00120475,-1.92504,-0.999969,0.000284623
-1.7896,-0.999817,0.00120414,-1.92504,-0.999969,0.000284623
-1.76588,-0.999796,0.00120522,-1.92504,-0.999969,0.000284623
-1.74142,-0.999773,0.00120889,-1.92504,-0.999969,0.000284623
-1.71627,-0.999748,0.00121573,-1.92504,-0.999969,0.000284623
-1.9117,-0.99992,0.00104467,-1.91374,-0.999966,0.000321846
-1.89417,-0.999906,0.0011232,-1.91374,-0.999966,0.000321846
-1.87541,-0.999891,0.0011715,-1.91374,-0.999966,0.000321846
-1.85548,-0.999874,0.00119605,-1.91374,-0.999966,0.000321846
-1.83448,-0.999856,0.00120446,-1.91374,-0.999966,0.000321846
-1.8125,-0.999838,0.00120475,-1.91374,-0.999966,0.000321846
-1.7896,-0.999817,0.00120414,-1.91374,-0.999966,0.000321846
-1.76588,-0.999796,0.00120522,-1.91374,-0.999966,0.000321846
-1.74142,-0.999773,0.00120889,-1.91374,-0.999966,0.000321846
-1.71627,-0.999748,0.00121573,-1.91374,-0.999966,0.000321846
-1.6905,-0.999722,0.00122449,-1.91374,-0.999966,0.000321846
-1.89381,-0.999905,0.00112444,-1.89644,-0.99996,0.00036805
-1.87502,-0.99989,0.0011722,-1.89644,-0.99996,0.00036805
-1.85507,-0.999874,0.00119635,-1.89644,-0.99996,0.00036805
-1.83405,-0.999856,0.00120452,-1.89644,-0.99996,0.00036805
-1.81205,-0.999837,0.00120472,-1.89644,-0.99996,0.00036805
-1.78913,-0.999817,0.00120415,-1.89644,-0.99996,0.00036805
-1.7654,-0.999795,0.00120527,-1.89644,-0.99996,0.00036805
-1.74092,-0.999772,0.001209,-1.89644,-0.99996,0.00036805
-1.71576,-0.999748,0.00121589,-1.89644,-0.99996,0.00036805
-1.68997,-0.999722,0.00122467,-1.89644,-0.99996,0.00036805
-1.66363,-0.999694,0.0012335,-1.89644,-0.99996,0.00036805
-1.87541,-0.999891,0.0011715,-1.86946,-0.999949,0.000468012
-1.85548,-0.999874,0.00119605,-1.86946,-0.999949,0.000468012
-1.83448,-0.999856,0.00120446,-1.86946,-0.999949,0.000468012
-1.8125,-0.999838,0.00120475,-1.86946,-0.999949,0.000468012
-1.7896,-0.999817,0.00120414,-1.86946,-0.999949,0.000468012
-1.76588,-0.999796,0.00120522,-1.86946,-0.999949,0.000468012
-1.74142,-0.999773,0.00120889,-1.86946,-0.999949,0.000468012
-1.71627,-0.999748,0.00121573,-1.86946,-0.999949,0.000468012
-1.6905,-0.999722,0.00122449,-1.86946,-0.999949,0.000468012
-1.66417,-0.999695,0.00123333,-1.86946,-0.999949,0.000468012
-1.63734,-0.999666,0.00124055,-1.86946,-0.999949,0.000468012
-1.85548,-0.999874,0.00119605,-1.85553,-0.99994,0.000521537
-1.83448,-0.999856,0.00120446,-1.85553,-0.99994,0.000521537
-1.8125,-0.999838,0.00120475,-1.85553,-0.99994,0.000521537
-1.7896,-0.999817,0.00120414,-1.85553,-0.99994,0.000521537
-1.76588,-0.999796,0.00120522,-1.85553,-0.99994,0.000521537
-1.74142,-0.999773,0.00120889,-1.85553,-0.99994,0.000521537
-1.71627,-0.999748,0.00121573,-1.85553,-0.99994,0.000521537
-1.6905,-0.999722,0.00122449,-1.85553,-0.99994,0.000521537
-1.66417,-0.999695,0.00123333,-1.85553,-0.99994,0.000521537
-1.63734,-0.999666,0.00124055,-1.85553,-0.99994,0.000521537
-1.61008,-0.999636,0.00124515,-1.85553,-0.99994,0.000521537
-1.83448,-0.999856,0.00120446,-1.8289,-0.999917,0.000665477
-1.8125,-0.999838,0.00120475,-1.8289,-0.999917,0.000665477
-1.7896,-0.999817,0.00120414,-1.8289,-0.999917,0.000665477
